Date,Open,High,Low,Close,Adj Close,Volume
21/10/2014,3.68,3.69,3.67,3.69,2.843804,10337000
22/10/2014,3.69,3.69,3.69,3.69,2.843804,0
24/10/2014,3.74,3.75,3.68,3.7,2.851511,29605000
27/10/2014,3.69,3.72,3.66,3.72,2.866924,29019000
28/10/2014,3.72,3.73,3.7,3.72,2.866924,22007000
29/10/2014,3.72,3.74,3.71,3.73,2.874631,15452000
30/10/2014,3.72,3.74,3.7,3.74,2.882338,8943000
31/10/2014,3.73,3.78,3.72,3.78,2.913165,27189000
3/11/2014,3.79,3.81,3.79,3.8,2.928579,13648000
4/11/2014,3.81,3.81,3.76,3.76,2.897751,15018000
5/11/2014,3.76,3.77,3.74,3.75,2.890044,11981000
6/11/2014,3.77,3.8,3.77,3.8,2.928579,16237000
7/11/2014,3.78,3.8,3.78,3.79,2.920872,9295800
10/11/2014,3.83,3.85,3.8,3.8,2.928579,21046000
11/11/2014,3.81,3.84,3.8,3.82,2.943992,12453000
12/11/2014,3.82,3.87,3.81,3.85,2.967112,19288000
13/11/2014,3.85,3.92,3.85,3.9,3.005646,23066000
14/11/2014,3.92,3.96,3.92,3.95,3.04418,24169000
17/11/2014,3.96,4,3.9,3.93,3.028767,28256000
18/11/2014,3.93,3.97,3.93,3.96,3.051887,13457000
19/11/2014,3.96,3.96,3.91,3.93,3.028767,17681000
20/11/2014,3.92,3.93,3.86,3.9,3.005646,28343000
21/11/2014,3.91,3.92,3.9,3.92,3.02106,23917000
24/11/2014,3.9,3.92,3.86,3.89,2.99794,21926000
25/11/2014,3.89,3.91,3.86,3.9,3.005646,34455000
26/11/2014,3.91,3.92,3.88,3.91,3.013353,20996600
27/11/2014,3.9,3.92,3.89,3.9,3.005646,25816000
28/11/2014,3.9,3.92,3.89,3.9,3.005646,13356000
1/12/2014,3.9,3.91,3.83,3.85,2.967112,12655000
2/12/2014,3.87,3.91,3.85,3.91,3.013353,18453000
3/12/2014,3.91,3.91,3.85,3.87,2.982526,12950000
4/12/2014,3.89,3.9,3.86,3.87,2.982526,26248000
5/12/2014,3.88,3.9,3.87,3.9,3.005646,13825000
8/12/2014,3.9,3.92,3.86,3.86,2.974819,18395000
9/12/2014,3.89,3.93,3.88,3.93,3.028767,21982000
10/12/2014,3.91,3.98,3.91,3.93,3.028767,27895000
11/12/2014,3.97,3.99,3.96,3.98,3.067301,25114000
12/12/2014,3.98,4,3.97,3.99,3.075007,15035000
15/12/2014,3.98,3.99,3.91,3.97,3.059594,18626000
16/12/2014,3.94,3.95,3.85,3.86,2.974819,31296000
17/12/2014,3.88,3.94,3.86,3.91,3.013353,29665000
18/12/2014,3.92,3.93,3.85,3.87,2.982526,25585000
19/12/2014,3.84,3.84,3.8,3.82,2.996646,31574000
22/12/2014,3.82,3.89,3.81,3.89,3.051559,14033000
23/12/2014,3.91,3.92,3.88,3.91,3.067248,10530000
24/12/2014,3.91,3.93,3.9,3.92,3.075092,8692000
26/12/2014,3.91,3.93,3.9,3.93,3.082937,4016000
29/12/2014,3.94,3.95,3.93,3.94,3.090782,8814000
30/12/2014,3.96,3.97,3.92,3.92,3.075092,13206000
31/12/2014,3.92,3.93,3.9,3.9,3.059403,7964000
2/1/2015,3.9,3.91,3.87,3.89,3.051559,5330000
5/1/2015,3.88,3.89,3.85,3.88,3.043714,12266000
6/1/2015,3.85,3.85,3.83,3.84,3.012335,20008000
7/1/2015,3.85,3.88,3.83,3.86,3.028024,22471000
8/1/2015,3.86,3.94,3.85,3.94,3.090782,30682000
9/1/2015,3.94,3.95,3.86,3.89,3.051559,18829000
12/1/2015,3.91,3.92,3.87,3.9,3.059403,10038000
13/1/2015,3.9,3.95,3.88,3.89,3.051559,17744000
14/1/2015,3.91,3.95,3.9,3.92,3.075092,26297000
15/1/2015,3.93,3.94,3.91,3.92,3.075092,11935000
16/1/2015,3.91,3.92,3.86,3.89,3.051559,14724000
19/1/2015,3.91,3.93,3.88,3.91,3.067248,9106700
20/1/2015,3.92,3.95,3.91,3.94,3.090782,15244200
21/1/2015,3.93,3.96,3.92,3.96,3.106471,14909700
22/1/2015,3.96,3.98,3.94,3.96,3.106471,18095500
23/1/2015,3.98,4,3.97,3.99,3.130005,20960500
26/1/2015,3.99,4.03,3.98,4.01,3.145694,16665600
27/1/2015,4.03,4.05,4.01,4.01,3.145694,15423600
28/1/2015,4,4.05,4,4.05,3.177072,14661400
29/1/2015,4.05,4.08,4.03,4.07,3.192762,16863900
30/1/2015,4.1,4.12,4.08,4.08,3.200606,29325500
2/2/2015,4.11,4.12,4.08,4.12,3.231985,19349700
3/2/2015,4.11,4.12,4.04,4.07,3.192762,25779100
4/2/2015,4.11,4.12,4.06,4.09,3.208451,21791800
5/2/2015,4.11,4.11,4.07,4.09,3.208451,18825400
6/2/2015,4.08,4.16,4.08,4.15,3.255519,20613200
9/2/2015,4.12,4.14,4.1,4.11,3.22414,12180700
10/2/2015,4.11,4.14,4.08,4.12,3.231985,21391800
11/2/2015,4.12,4.15,4.09,4.14,3.247674,20303500
12/2/2015,4.17,4.18,4.13,4.18,3.279052,20816000
13/2/2015,4.19,4.22,4.18,4.2,3.294742,33373800
16/2/2015,4.21,4.3,4.21,4.28,3.357499,28712200
17/2/2015,4.27,4.28,4.22,4.24,3.32612,19138900
18/2/2015,4.29,4.32,4.21,4.28,3.357499,18611800
23/2/2015,4.26,4.27,4.16,4.16,3.263363,29112400
24/2/2015,4.19,4.29,4.19,4.28,3.357499,24169400
25/2/2015,4.29,4.3,4.27,4.3,3.373188,17975000
26/2/2015,4.3,4.31,4.27,4.28,3.357499,17809400
27/2/2015,4.29,4.31,4.2,4.22,3.310431,25894000
2/3/2015,4.22,4.24,4.16,4.24,3.32612,27490900
3/3/2015,4.23,4.24,4.18,4.18,3.279052,18861000
4/3/2015,4.2,4.21,4.16,4.16,3.263363,20966200
5/3/2015,4.15,4.15,4.1,4.11,3.22414,20129900
6/3/2015,4.13,4.2,4.11,4.18,3.279052,30583600
9/3/2015,4.11,4.12,4.08,4.11,3.22414,22792400
10/3/2015,4.11,4.13,4.09,4.11,3.22414,23635600
11/3/2015,4.08,4.15,4.07,4.1,3.216296,19199400
12/3/2015,4.1,4.12,4.05,4.1,3.216296,20032200
13/3/2015,4.09,4.14,4.09,4.13,3.23983,14649700
16/3/2015,4.12,4.18,4.09,4.15,3.255519,15617500
17/3/2015,4.18,4.19,4.16,4.17,3.271208,16694600
18/3/2015,4.14,4.16,4.11,4.13,3.23983,21613700
19/3/2015,4.19,4.23,4.18,4.23,3.318275,34625300
20/3/2015,4.22,4.3,4.19,4.28,3.357499,35709600
23/3/2015,4.28,4.33,4.26,4.28,3.357499,18434100
24/3/2015,4.28,4.3,4.26,4.29,3.365344,20694400
25/3/2015,4.29,4.35,4.29,4.32,3.388878,20041800
26/3/2015,4.31,4.35,4.28,4.35,3.412411,17782200
27/3/2015,4.35,4.43,4.33,4.41,3.459479,22550200
30/3/2015,4.39,4.39,4.33,4.36,3.420256,19187800
31/3/2015,4.39,4.39,4.35,4.38,3.435946,25158300
1/4/2015,4.36,4.41,4.36,4.37,3.4281,12001800
2/4/2015,4.37,4.39,4.36,4.39,3.443789,12076300
6/4/2015,4.39,4.42,4.39,4.42,3.467324,7945300
7/4/2015,4.43,4.44,4.4,4.42,3.467324,15381900
8/4/2015,4.41,4.44,4.36,4.38,3.435946,23604200
9/4/2015,4.4,4.42,4.35,4.37,3.4281,25679900
10/4/2015,4.4,4.42,4.37,4.41,3.459479,20511700
13/4/2015,4.42,4.44,4.37,4.42,3.467324,15283800
14/4/2015,4.42,4.51,4.41,4.51,3.537926,25909500
15/4/2015,4.52,4.53,4.47,4.53,3.553615,28384800
16/4/2015,4.57,4.57,4.45,4.45,3.490857,29766600
17/4/2015,4.46,4.48,4.42,4.46,3.498702,15979000
20/4/2015,4.44,4.45,4.4,4.41,3.459479,15732800
21/4/2015,4.38,4.39,4.31,4.35,3.412411,29475900
22/4/2015,4.35,4.36,4.31,4.33,3.396722,18474200
23/4/2015,4.32,4.38,4.32,4.35,3.412411,20460300
24/4/2015,4.35,4.39,4.3,4.37,3.4281,28012600
27/4/2015,4.39,4.46,4.38,4.44,3.483013,23185000
28/4/2015,4.46,4.48,4.41,4.42,3.467324,21743900
29/4/2015,4.43,4.45,4.42,4.44,3.483013,14875300
30/4/2015,4.44,4.44,4.39,4.43,3.475168,29813400
4/5/2015,4.39,4.4,4.3,4.38,3.435946,21316600
5/5/2015,4.35,4.36,4.33,4.34,3.404567,11689400
6/5/2015,4.31,4.34,4.3,4.34,3.404567,18315800
7/5/2015,4.32,4.32,4.29,4.3,3.373188,14620000
8/5/2015,4.32,4.34,4.3,4.32,3.388878,9296600
11/5/2015,4.34,4.37,4.33,4.36,3.420256,10160200
12/5/2015,4.35,4.38,4.31,4.32,3.388878,16474100
13/5/2015,4.34,4.39,4.33,4.36,3.420256,18871300
14/5/2015,4.38,4.4,4.33,4.36,3.420256,13414100
15/5/2015,4.37,4.38,4.34,4.36,3.420256,9361200
18/5/2015,4.36,4.36,4.31,4.33,3.396722,22561700
19/5/2015,4.32,4.33,4.29,4.31,3.381032,12204400
20/5/2015,4.28,4.28,4.23,4.24,3.32612,21651300
21/5/2015,4.23,4.27,4.2,4.26,3.34181,22546300
22/5/2015,4.26,4.3,4.26,4.28,3.357499,16134600
25/5/2015,4.26,4.26,4.22,4.22,3.310431,10405800
26/5/2015,4.22,4.24,4.21,4.24,3.32612,12237300
27/5/2015,4.19,4.19,4.15,4.16,3.263363,21565500
28/5/2015,4.15,4.16,4.09,4.12,3.231985,31097000
29/5/2015,4.08,4.15,4.08,4.13,3.23983,57323000
2/6/2015,4.09,4.09,3.98,3.98,3.12216,56047800
3/6/2015,3.93,4.08,3.91,4.07,3.192762,77488200
4/6/2015,4.11,4.18,4.09,4.17,3.271208,54925600
5/6/2015,4.18,4.19,4.1,4.14,3.247674,33983800
8/6/2015,4.14,4.14,4.09,4.1,3.216296,18846800
9/6/2015,4.11,4.16,4.1,4.12,3.231985,23949500
10/6/2015,4.11,4.14,4.11,4.14,3.247674,19821600
11/6/2015,4.14,4.2,4.11,4.17,3.271208,26141700
12/6/2015,4.18,4.25,4.15,4.21,3.302586,17094800
15/6/2015,4.17,4.21,4.11,4.16,3.263363,23827200
16/6/2015,4.17,4.18,4.1,4.15,3.255519,18124300
17/6/2015,4.19,4.25,4.18,4.2,3.294742,26713200
18/6/2015,4.23,4.24,4.19,4.2,3.294742,15784500
19/6/2015,4.24,4.24,4.22,4.23,3.318275,13918700
22/6/2015,4.25,4.33,4.24,4.3,3.373188,24804100
23/6/2015,4.3,4.31,4.24,4.27,3.349654,17516900
24/6/2015,4.26,4.26,4.2,4.24,3.32612,21543800
25/6/2015,4.22,4.24,4.19,4.2,3.294742,24369100
26/6/2015,4.19,4.19,4.12,4.13,3.23983,25384300
29/6/2015,4.1,4.13,4.06,4.13,3.23983,29341300
30/6/2015,4.15,4.23,4.14,4.21,3.302586,36071700
1/7/2015,4.19,4.27,4.18,4.26,3.34181,24042600
2/7/2015,4.26,4.26,4.23,4.25,3.333965,14050600
3/7/2015,4.25,4.27,4.23,4.25,3.333965,11500400
6/7/2015,4.22,4.28,4.2,4.27,3.349654,16448500
7/7/2015,4.3,4.32,4.27,4.32,3.388878,19337900
8/7/2015,4.31,4.38,4.31,4.33,3.396722,36390600
9/7/2015,4.31,4.31,4.24,4.26,3.34181,21120700
10/7/2015,4.27,4.3,4.27,4.29,3.365344,19935000
13/7/2015,4.34,4.38,4.33,4.37,3.4281,18631400
14/7/2015,4.35,4.36,4.29,4.32,3.388878,16774000
15/7/2015,4.3,4.31,4.27,4.29,3.365344,12435700
16/7/2015,4.3,4.34,4.29,4.32,3.388878,18737300
20/7/2015,4.33,4.35,4.31,4.35,3.412411,15264600
21/7/2015,4.37,4.4,4.34,4.38,3.435946,20277300
22/7/2015,4.38,4.39,4.32,4.34,3.404567,13915900
23/7/2015,4.39,4.44,4.36,4.36,3.420256,21719400
24/7/2015,4.35,4.36,4.32,4.34,3.404567,15336500
27/7/2015,4.34,4.34,4.28,4.3,3.373188,14451100
28/7/2015,4.3,4.31,4.26,4.27,3.349654,22317300
29/7/2015,4.29,4.34,4.25,4.27,3.349654,21385200
30/7/2015,4.17,4.18,4.1,4.11,3.307009,23124100
31/7/2015,4.05,4.09,4.03,4.09,3.290917,32092400
3/8/2015,4.12,4.15,4.07,4.07,3.274824,10118800
4/8/2015,4.07,4.13,4.07,4.12,3.315055,17803900
5/8/2015,4.12,4.12,4.07,4.07,3.274824,15339900
6/8/2015,4.07,4.07,4,4.06,3.266778,26974200
7/8/2015,4.06,4.06,4.06,4.06,3.266778,0
11/8/2015,4.07,4.07,3.98,3.99,3.210454,28577300
12/8/2015,3.96,3.96,3.86,3.89,3.129992,47800300
13/8/2015,3.92,4.04,3.9,3.98,3.202408,34199500
14/8/2015,3.98,4.06,3.97,4.06,3.266778,31977800
17/8/2015,4.08,4.1,4.01,4.01,3.226547,19898900
18/8/2015,4.04,4.08,4.03,4.03,3.242639,21534000
19/8/2015,4.09,4.1,4.02,4.03,3.242639,21286200
20/8/2015,4,4.01,3.95,3.97,3.194362,19882400
21/8/2015,3.95,3.96,3.91,3.94,3.170223,20137400
24/8/2015,3.91,3.91,3.77,3.78,3.041483,39195300
25/8/2015,3.78,3.92,3.77,3.9,3.138038,47839300
26/8/2015,3.85,3.94,3.82,3.85,3.097806,41807200
27/8/2015,3.89,3.9,3.83,3.85,3.097806,51086700
28/8/2015,3.88,3.88,3.78,3.8,3.057576,40325300
31/8/2015,3.8,3.8,3.74,3.74,3.009298,35161900
1/9/2015,3.73,3.77,3.7,3.71,2.985159,29831400
2/9/2015,3.68,3.71,3.66,3.67,2.952974,28269800
3/9/2015,3.7,3.71,3.69,3.7,2.977113,17680500
4/9/2015,3.69,3.73,3.66,3.69,2.969067,33634000
7/9/2015,3.67,3.71,3.65,3.67,2.952974,19253400
8/9/2015,3.65,3.66,3.58,3.65,2.936882,33245500
9/9/2015,3.67,3.83,3.66,3.77,3.033437,48370200
10/9/2015,3.7,3.76,3.67,3.72,2.993205,21380700
14/9/2015,3.73,3.76,3.71,3.72,2.993205,15842500
15/9/2015,3.7,3.71,3.67,3.68,2.96102,19938500
16/9/2015,3.71,3.74,3.69,3.69,2.969067,34269400
17/9/2015,3.69,3.77,3.69,3.72,2.993205,22167700
18/9/2015,3.74,3.81,3.73,3.8,3.057576,35869300
21/9/2015,3.76,3.77,3.73,3.75,3.017344,18353600
22/9/2015,3.75,3.75,3.7,3.7,2.977113,21731400
23/9/2015,3.72,3.72,3.64,3.7,2.977113,28469000
25/9/2015,3.66,3.68,3.63,3.64,2.928835,45333900
28/9/2015,3.6,3.6,3.48,3.52,2.83228,63195900
29/9/2015,3.47,3.56,3.43,3.55,2.856419,31268500
30/9/2015,3.54,3.61,3.53,3.6,2.89665,46270000
1/10/2015,3.58,3.62,3.57,3.6,2.89665,19489700
2/10/2015,3.59,3.59,3.52,3.56,2.864465,22335400
5/10/2015,3.6,3.66,3.57,3.66,2.944928,28307800
6/10/2015,3.72,3.76,3.68,3.76,3.02539,37918400
7/10/2015,3.74,3.77,3.68,3.75,3.017344,38629800
8/10/2015,3.77,3.79,3.74,3.77,3.033437,24341500
9/10/2015,3.79,3.85,3.78,3.85,3.097806,32300400
12/10/2015,3.84,3.92,3.79,3.91,3.146084,38520800
13/10/2015,3.91,3.92,3.84,3.85,3.097806,32455900
14/10/2015,3.86,3.89,3.83,3.86,3.105853,21362700
15/10/2015,3.85,3.91,3.85,3.9,3.138038,23065500
16/10/2015,3.93,3.97,3.92,3.94,3.170223,19549500
19/10/2015,3.94,3.94,3.87,3.89,3.129992,14015500
20/10/2015,3.9,3.92,3.87,3.89,3.129992,14966000
21/10/2015,3.94,3.95,3.89,3.9,3.138038,16968400
22/10/2015,3.91,3.95,3.91,3.93,3.162177,11872200
23/10/2015,4,4.04,3.98,4.02,3.234593,19465700
26/10/2015,4.04,4.1,4.03,4.07,3.274824,23397300
27/10/2015,4.05,4.07,4,4.01,3.226547,17924900
28/10/2015,4.03,4.09,4.01,4.05,3.258732,15800300
29/10/2015,4.04,4.07,3.97,3.97,3.194362,25109800
30/10/2015,3.97,3.98,3.92,3.98,3.202408,21591400
2/11/2015,3.9,3.95,3.88,3.94,3.170223,17685100
3/11/2015,3.98,3.99,3.92,3.92,3.15413,14279600
4/11/2015,3.94,4.01,3.92,4,3.2185,14463500
5/11/2015,3.98,4,3.92,3.95,3.178269,18503900
6/11/2015,3.96,3.97,3.91,3.92,3.15413,14500000
9/11/2015,3.91,3.92,3.85,3.87,3.113899,24204200
11/11/2015,3.88,3.92,3.86,3.87,3.113899,19043300
12/11/2015,3.86,3.91,3.85,3.87,3.113899,20601100
13/11/2015,3.85,3.9,3.8,3.86,3.105853,24769200
16/11/2015,3.8,3.84,3.77,3.81,3.065622,17717800
17/11/2015,3.84,3.88,3.8,3.84,3.08976,20275600
18/11/2015,3.84,3.85,3.78,3.8,3.057576,19876800
19/11/2015,3.83,3.89,3.82,3.87,3.113899,14843500
20/11/2015,3.85,3.9,3.83,3.89,3.129992,13224100
23/11/2015,3.89,3.9,3.85,3.85,3.097806,11927200
24/11/2015,3.85,3.9,3.83,3.87,3.113899,13004100
25/11/2015,3.88,3.88,3.79,3.8,3.057576,29179800
26/11/2015,3.82,3.86,3.81,3.81,3.065622,25803700
27/11/2015,3.81,3.82,3.76,3.8,3.057576,22730200
30/11/2015,3.85,3.86,3.82,3.83,3.081714,35521800
1/12/2015,3.82,3.88,3.81,3.83,3.081714,19395300
2/12/2015,3.85,3.88,3.83,3.84,3.08976,17420700
3/12/2015,3.81,3.83,3.79,3.82,3.073668,14461800
4/12/2015,3.8,3.82,3.79,3.82,3.073668,14523700
7/12/2015,3.85,3.86,3.83,3.85,3.097806,14724700
8/12/2015,3.84,3.87,3.8,3.85,3.097806,22063100
9/12/2015,3.85,3.87,3.8,3.81,3.065622,14960100
10/12/2015,3.82,3.86,3.8,3.85,3.097806,15850500
11/12/2015,3.86,3.87,3.83,3.84,3.08976,17016500
14/12/2015,3.8,3.81,3.77,3.79,3.049529,16943900
15/12/2015,3.76,3.79,3.75,3.76,3.02539,17867300
16/12/2015,3.78,3.79,3.75,3.76,3.02539,26754400
17/12/2015,3.78,3.83,3.76,3.78,3.041483,33768700
18/12/2015,3.76,3.79,3.75,3.76,3.02539,19044300
21/12/2015,3.67,3.7,3.65,3.67,3.007362,13756300
22/12/2015,3.68,3.71,3.66,3.66,2.999168,18072300
23/12/2015,3.66,3.68,3.65,3.66,2.999168,12964400
24/12/2015,3.66,3.67,3.66,3.66,2.999168,6881100
28/12/2015,3.66,3.69,3.66,3.68,3.015557,11544700
29/12/2015,3.69,3.71,3.68,3.7,3.031946,12015700
30/12/2015,3.69,3.7,3.65,3.68,3.015557,15166400
31/12/2015,3.69,3.69,3.66,3.67,3.007362,9883500
4/1/2016,3.68,3.68,3.57,3.59,2.941807,23793200
5/1/2016,3.58,3.59,3.54,3.58,2.933613,23775700
6/1/2016,3.58,3.6,3.53,3.53,2.89264,28844700
7/1/2016,3.53,3.56,3.46,3.46,2.835279,47238600
8/1/2016,3.44,3.58,3.4,3.55,2.909029,34611100
11/1/2016,3.51,3.53,3.49,3.52,2.884446,16779300
12/1/2016,3.51,3.56,3.51,3.53,2.89264,16865100
13/1/2016,3.58,3.61,3.53,3.58,2.933613,23476700
14/1/2016,3.54,3.55,3.5,3.5,2.868057,21180700
15/1/2016,3.53,3.56,3.5,3.56,2.917223,31022500
18/1/2016,3.53,3.55,3.5,3.53,2.89264,23459700
19/1/2016,3.49,3.51,3.44,3.5,2.868057,35150000
20/1/2016,3.48,3.48,3.4,3.42,2.802501,27021700
21/1/2016,3.43,3.46,3.39,3.39,2.777918,24679000
22/1/2016,3.46,3.48,3.42,3.46,2.835279,31198500
25/1/2016,3.48,3.55,3.43,3.47,2.843474,28650900
26/1/2016,3.42,3.45,3.38,3.4,2.786113,22030700
27/1/2016,3.45,3.47,3.42,3.43,2.810696,25814700
28/1/2016,3.45,3.48,3.43,3.48,2.851669,15227100
29/1/2016,3.5,3.51,3.45,3.51,2.876251,28927200
1/2/2016,3.51,3.53,3.45,3.49,2.859863,23729300
2/2/2016,3.49,3.52,3.48,3.5,2.868057,16865900
3/2/2016,3.48,3.51,3.46,3.51,2.876251,23273200
4/2/2016,3.52,3.52,3.48,3.48,2.851669,17973500
5/2/2016,3.51,3.7,3.51,3.7,3.031946,47677581
10/2/2016,3.63,3.68,3.57,3.66,2.999168,40545700
11/2/2016,3.62,3.64,3.54,3.54,2.900835,42218400
12/2/2016,3.58,3.6,3.54,3.58,2.933613,26144800
15/2/2016,3.62,3.77,3.6,3.74,3.064724,51618800
16/2/2016,3.73,3.8,3.71,3.8,3.113891,27816200
17/2/2016,3.78,3.79,3.65,3.69,3.023752,33487900
18/2/2016,3.78,3.79,3.73,3.76,3.081113,27563500
19/2/2016,3.77,3.77,3.73,3.73,3.056529,12065700
22/2/2016,3.71,3.73,3.69,3.72,3.048335,16672200
23/2/2016,3.75,3.77,3.69,3.72,3.048335,15784300
24/2/2016,3.7,3.71,3.6,3.64,2.982779,33333300
25/2/2016,3.66,3.67,3.62,3.64,2.982779,18434100
26/2/2016,3.67,3.71,3.66,3.7,3.031946,21196400
29/2/2016,3.71,3.73,3.68,3.73,3.056529,25359300
1/3/2016,3.72,3.73,3.68,3.71,3.04014,21015600
2/3/2016,3.74,3.75,3.71,3.74,3.064724,21526700
3/3/2016,3.77,3.83,3.76,3.8,3.113891,30706300
4/3/2016,3.78,3.81,3.76,3.81,3.122085,21126900
7/3/2016,3.79,3.79,3.72,3.75,3.072918,20528200
8/3/2016,3.76,3.76,3.72,3.72,3.048335,21017700
9/3/2016,3.77,3.81,3.75,3.77,3.089307,20656300
10/3/2016,3.81,3.81,3.74,3.76,3.081113,11693300
11/3/2016,3.8,3.8,3.75,3.78,3.097502,11890000
14/3/2016,3.82,3.85,3.76,3.8,3.113891,21905900
15/3/2016,3.82,3.85,3.77,3.82,3.130279,13996100
16/3/2016,3.83,3.84,3.78,3.8,3.113891,14315100
17/3/2016,3.85,3.86,3.8,3.82,3.130279,25456500
